|2000|,|C00000935|,|Democratic Congressional Campaign Cmte|,|Democratic Congressional Campaign Cmte|,|Democratic Congressional Campaign Cmte|,|C00000935|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00000984|,|US Telecom Assn|,,|US Telecom Assn|,|C00000984|,|PB|,||,,|C4100|,|Phone|,|N|,|0|,1
|2000|,|C00000992|,|Branch County Republican Cmte|,,|Republican Party of Michigan|,|C00000992|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00001008|,|Louisiana Medical Society|,|American Medical Assn|,|American Medical Assn|,|C00001008|,|PB|,||,,|H1100|,|WebEC|,|N|,|0|,1
|2000|,|C00001016|,|Carpenters & Joiners Union|,|Carpenters & Joiners Union|,|Carpenters & Joiners Union|,|C00001016|,|PL|,||,,|LB100|,|AFP99|,|N|,|0|,1
|2000|,|C00001081|,|Dickinson Second District Congressional|,,|Dickinson Second District Congressional|,|N00003065|,|RN|,|H6AL02050|,|R|,|Z1100|,|Report|,|N|,|0|,1
|2000|,|C00001099|,|Teamsters Local 42|,|Teamsters Union|,|Teamsters Union|,|C00001099|,|PL|,||,,|LT300|,|AFP90|,|N|,|0|,1
|2000|,|C00001156|,|Michigan League of Savings Institutions|,|America's Community Bankers|,|America's Community Bankers|,|C00001156|,|PB|,||,,|F1200|,|AFP90|,|N|,|0|,1
|2000|,|C00001180|,|Michigan Medical Society|,|American Medical Assn|,|American Medical Assn|,|C00001180|,|PB|,||,,|H1100|,|WebEC|,|N|,|0|,1
|2000|,|C00001198|,|American Hotel & Motel Assn|,,|American Hotel & Motel Assn|,|C00001198|,|PB|,||,,|T9100|,|AFP88|,|N|,|0|,1
|2000|,|C00001214|,|Texas Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001214|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00001248|,|Leadership Council|,|ex-Rep. R. Lawrence Coughlin (R-PA)|,|Leadership Council|,|C00001248|,|PI|,||,|R|,|J2400|,|AFP96|,|N|,|0|,1
|2000|,|C00001289|,|Unocal Corp|,,|Unocal Corp|,|C00001289|,|PB|,||,,|E1120|,|Hvr01|,|Y|,|0|,1
|2000|,|C00001305|,|Republican Party of Virginia|,,|Republican Party of Virginia|,|C00001305|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00001313|,|Republican Party of Minnesota|,,|Republican Party of Minnesota|,|C00001313|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00001347|,|Hawaii Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001347|,|PB|,||,,|H1100|,|WebEC|,|N|,|0|,1
|2000|,|C00001388|,|Dairy Farmers of America|,,|Dairy Farmers of America|,|C00001388|,|PB|,||,,|A2000|,|Hoovers|,|N|,|0|,1
|2000|,|C00001396|,|Democratic Party of Wisconsin 7th Dist|,,|Democratic Party of Wisconsin 7th Dist|,|C00001396|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,0
|2000|,|C00001420|,|Missouri Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001420|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00001461|,|Alaska Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001461|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00001503|,|Yatron for Congress Cmte|,,|Yatron for Congress Cmte|,|N00001645|,|DN|,|H6PA06024|,|D|,|Z1200|,|Report|,|N|,|0|,0
|2000|,|C00001636|,|United Transportation Union|,|United Transportation Union|,|United Transportation Union|,|C00001636|,|PL|,||,,|LT000|,|WebEC|,|N|,|0|,1
|2000|,|C00001685|,|Georgia Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001685|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00001727|,|Business Industry PAC|,,|Business Industry PAC|,|C00001727|,|PB|,||,,|G1300|,|AFP88|,|N|,|0|,1
|2000|,|C00001743|,|International Longshoremens Assn 1814|,|International Longshoremens Assn|,|International Longshoremens Assn|,|C00001743|,|PL|,||,,|LT500|,|AFP88|,|N|,|0|,1
|2000|,|C00001776|,|New Mexico Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001776|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00001818|,|Washington Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00001818|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00001875|,|America's Community Bankers|,|America's Community Bankers|,|America's Community Bankers|,|C00001875|,|PB|,||,,|F1200|,|NTPA96|,|N|,|0|,1
|2000|,|C00001917|,|Wyoming State Democratic Central Cmte|,,|Democratic Party of Wyoming|,|C00001917|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00001966|,|Fund for a Conservative Majority|,,|Fund for a Conservative Majority|,|C00001966|,|PI|,||,,|J1100|,|AFP88|,|N|,|0|,0
|2000|,|C00002089|,|Communications Workers of America|,|Communications Workers of America|,|Communications Workers of America|,|C00002089|,|PL|,||,,|LC100|,|Phone|,|N|,|0|,1
|2000|,|C00002147|,|Nebraska Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00002147|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00002154|,|Spence for Congress Cmte|,,|Spence for Congress Cmte|,|N00002414|,|RW|,|H6SC02043|,|R|,|Z1100|,|Report|,|N|,|0|,1
|2000|,|C00002238|,|National Council of Farmer Co-ops|,,|National Council of Farmer Co-ops|,|C00002238|,|PB|,||,,|A6000|,|Phone|,|N|,|0|,1
|2000|,|C00002261|,|Federation of American Hospitals|,,|Federation of American Hospitals|,|C00002261|,|PB|,||,,|H2100|,|Name|,|N|,|0|,1
|2000|,|C00002394|,|Paper Allied-Ind Chem/Energy Wkrs Union|,|Paper Allied-Ind Chem/Energy Wkrs Union|,|Paper Allied-Ind Chem/Energy Wkrs Union|,|C00002394|,|PL|,||,,|LM100|,|AFP88|,|N|,|0|,1
|2000|,|C00002469|,|Machinists/Aerospace Workers Union|,|Machinists/Aerospace Workers Union|,|Machinists/Aerospace Workers Union|,|C00002469|,|PL|,||,,|LM100|,|Phone|,|N|,|0|,1
|2000|,|C00002501|,|Maryland Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00002501|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00002576|,|Rostenkowski for Congress|,,|Rostenkowski for Congress|,|N00004833|,|DN|,|H6IL08022|,|D|,|Z1200|,|Report|,|N|,|0|,1
|2000|,|C00002592|,|Cmte to Re-elect Tom Foley|,,|Cmte to Re-elect Tom Foley|,|N00007967|,|DN|,|H6WA05023|,|D|,|Z1200|,|Report|,|N|,|0|,1
|2000|,|C00002600|,|John D Dingell for Congress Cmte|,,|John D Dingell for Congress Cmte|,|N00001783|,|DW|,|H6MI16034|,|D|,|Z1200|,|Report|,|N|,|0|,1
|2000|,|C00002766|,|United Food & Commercial Workers Union|,|United Food & Commercial Workers Union|,|United Food & Commercial Workers Union|,|C00002766|,|PL|,||,,|LG100|,|AFP88|,|N|,|0|,1
|2000|,|C00002790|,|Olin Corp|,,|Olin Corp|,|C00002790|,|PB|,||,,|M5000|,|Hvr01|,|Y|,|0|,1
|2000|,|C00002832|,|United Auto Workers|,|United Auto Workers|,|United Auto Workers|,|C00002832|,|PL|,||,,|LM150|,|SK/LM|,|N|,|0|,1
|2000|,|C00002840|,|United Auto Workers|,|United Auto Workers|,|United Auto Workers|,|C00002840|,|PL|,||,,|LM150|,|SK/LM|,|N|,|0|,1
|2000|,|C00002881|,|American Trucking Assns|,,|American Trucking Assns|,|C00002881|,|PB|,||,,|T3100|,|AFP88|,|N|,|0|,1
|2000|,|C00002907|,|Arkansas Medical Society|,|American Medical Assn|,|American Medical Assn|,|C00002907|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00002931|,|National Republican Congressional Cmte|,|National Republican Congressional Cmte|,|National Republican Congressional Cmte|,|C00002931|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00002956|,|Assn for the Advancement of Psychology|,,|Assn for the Advancement of Psychology|,|C00002956|,|PB|,||,,|H1110|,|Name|,|N|,|0|,1
|2000|,|C00002972|,|National Rural Electric Cooperative Assn|,|National Rural Electric Cooperative Assn|,|National Rural Electric Cooperative Assn|,|C00002972|,|PB|,||,,|E1610|,|NTPA00|,|N|,|0|,1
|2000|,|C00003020|,|Connecticut Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00003020|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00003061|,|North Dakota Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00003061|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00003111|,|Republican Party of Maine|,,|Republican Party of Maine|,|C00003111|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00003152|,|North Carolina Medical Society|,|American Medical Assn|,|American Medical Assn|,|C00003152|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00003160|,|AFL-CIO Bldg/Construction Trades Dept|,|AFL-CIO|,|AFL-CIO|,|C00003160|,|PL|,||,,|LB100|,|AFP88|,|N|,|0|,1
|2000|,|C00003194|,|California Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00003194|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00003210|,|Utah Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00003210|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00003251|,|National Education Assn|,|National Education Assn|,|National Education Assn|,|C00003251|,|PL|,||,,|L1300|,|AFP88|,|N|,|0|,1
|2000|,|C00003327|,|Ohio Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00003327|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00003418|,|Republican National Cmte|,|Republican National Cmte|,|Republican National Cmte|,|C00003418|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00003459|,|Western League of Savings Institutions|,|America's Community Bankers|,|America's Community Bankers|,|C00003459|,|PB|,||,,|F1200|,|AFP98|,|N|,|0|,1
|2000|,|C00003558|,|National Cmte for an Effective Congress|,,|National Cmte for an Effective Congress|,|C00003558|,|PI|,||,,|J1200|,|AFP88|,|N|,|0|,1
|2000|,|C00003590|,|United Steelworkers of America|,|United Steelworkers of America|,|United Steelworkers of America|,|C00003590|,|PL|,||,,|LM100|,|AFP88|,|N|,|0|,1
|2000|,|C00003632|,|Bricklayers Union|,|Bricklayers Union|,|Bricklayers Union|,|C00003632|,|PL|,||,,|LB100|,|AFP88|,|N|,|0|,1
|2000|,|C00003756|,|National Food Processors Assn|,,|National Food Processors Assn|,|C00003756|,|PB|,||,,|G2100|,|Phone|,|N|,|0|,1
|2000|,|C00003764|,|National Restaurant Assn|,|National Restaurant Assn|,|National Restaurant Assn|,|C00003764|,|PB|,||,,|G2900|,|AFP88|,|N|,|0|,1
|2000|,|C00003806|,|AFL-CIO|,|AFL-CIO|,|AFL-CIO|,|C00003806|,|PL|,||,,|L0000|,|WebSK|,|Y|,|0|,1
|2000|,|C00003830|,|Chase Manhattan|,,|Chase Manhattan|,|C00003830|,|PB|,||,,|F1100|,|Hoovers|,|N|,|0|,1
|2000|,|C00003855|,|National Confectioners Assn|,,|National Confectioners Assn|,|C00003855|,|PB|,||,,|G2200|,|NTPA89|,|N|,|0|,1
|2000|,|C00003863|,|Marine Engineers Retirees Group Fund|,|Marine Engineers Beneficial Assn|,|Marine Engineers Beneficial Assn|,|C00003863|,|PL|,||,,|LT500|,|AFP99|,|N|,|0|,1
|2000|,|C00003897|,|6th Congr Dist Demo Cmte of Virginia|,,|Democratic Party of Virginia|,|C00003897|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00003970|,|Iowa Medical Society|,|American Medical Assn|,|American Medical Assn|,|C00003970|,|PB|,||,,|H1100|,|WebEC|,|N|,|0|,1
|2000|,|C00003988|,|Nebraska Democratic State Central Cmte|,,|Democratic Party of Nebraska|,|C00003988|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00004010|,|Ohio Savings Assns League|,|America's Community Bankers|,|America's Community Bankers|,|C00004010|,|PB|,||,,|F1200|,|AFP90|,|N|,|0|,1
|2000|,|C00004036|,|Service Employees International Union|,|Service Employees International Union|,|Service Employees International Union|,|C00004036|,|PL|,||,,|LG300|,|AFP88|,|N|,|0|,1
|2000|,|C00004101|,|National Utility Contractors Assn|,,|National Utility Contractors Assn|,|C00004101|,|PB|,||,,|B1000|,|AFP88|,|N|,|0|,1
|2000|,|C00004275|,|American Bankers Assn|,|American Bankers Assn|,|American Bankers Assn|,|C00004275|,|PB|,||,,|F1100|,|AFP88|,|N|,|0|,1
|2000|,|C00004325|,|Seafarers International Union|,|Seafarers International Union|,|Seafarers International Union|,|C00004325|,|PL|,||,,|LT500|,|AFP88|,|N|,|0|,1
|2000|,|C00004440|,|Teamsters Local 745|,|Teamsters Union|,|Teamsters Union|,|C00004440|,|PL|,||,,|LT300|,|AFP90|,|N|,|0|,1
|2000|,|C00004473|,|National Telephone Cooperative Assn|,,|National Telephone Cooperative Assn|,|C00004473|,|PB|,||,,|C4100|,|NTPA89|,|N|,|0|,1
|2000|,|C00004499|,|Arizona Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00004499|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00004515|,|Hotel/Restaurant Employees Intl Union|,,|Hotel/Restaurant Employees Intl Union|,|C00004515|,|PL|,||,,|LG100|,|AFP99|,|N|,|0|,1
|2000|,|C00004606|,|Kansas Republican State Cmte|,,|Republican Party of Kansas|,|C00004606|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00004804|,|Mississippi Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00004804|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00004812|,|Mortgage Bankers Assn of America|,,|Mortgage Bankers Assn of America|,|C00004812|,|PB|,||,,|F4600|,|AFP88|,|N|,|0|,1
|2000|,|C00004861|,|Union of Needletrades Employees|,|Union of Needletrades Employees|,|Union of Needletrades Employees|,|C00004861|,|PL|,||,,|LM100|,|AFP98|,|N|,|0|,1
|2000|,|C00004879|,|American Bus Assn|,,|American Bus Assn|,|C00004879|,|PB|,||,,|T4100|,|Name|,|N|,|0|,1
|2000|,|C00004911|,|Alabama Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00004911|,|PB|,||,,|H1100|,|Name|,|N|,|0|,0
|2000|,|C00004929|,|Pennsylvania Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00004929|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00004952|,|Mississippi ACRE|,|National Rural Electric Cooperative Assn|,|National Rural Electric Cooperative Assn|,|C00004952|,|PB|,||,,|E1610|,|NTPA00|,|N|,|0|,1
|2000|,|C00004960|,|Burlington Resources|,,|Burlington Resources|,|C00004960|,|PB|,||,,|E1120|,|Hvr01|,|N|,|0|,1
|2000|,|C00004994|,|National Assn of Prof Insurance Agents|,,|National Assn of Prof Insurance Agents|,|C00004994|,|PB|,||,,|F3100|,|AFP88|,|N|,|0|,1
|2000|,|C00005041|,|Regula for Congress Cmte|,,|Regula for Congress Cmte|,|N00003651|,|RW|,|H6OH16029|,|R|,|Z1100|,|Report|,|N|,|0|,1
|2000|,|C00005132|,|South Dakota Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00005132|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00005157|,|Boilermakers Union|,|Boilermakers Union|,|Boilermakers Union|,|C00005157|,|PL|,||,,|LM100|,|Name|,|Y|,|0|,1
|2000|,|C00005173|,|State Democratic Exec Cmte of Alabama|,,|Democratic Party of Alabama|,|C00005173|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00005249|,|Natl Assn/Insurance & Financial Advisors|,,|Natl Assn/Insurance & Financial Advisors|,|C00005249|,|PB|,||,,|F3300|,|AFP99|,|N|,|0|,1
|2000|,|C00005462|,|10th Dist Repub Congressional Cmte|,,|Republican Party of Virginia|,|C00005462|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00005488|,|Illinois Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00005488|,|PB|,||,,|H1100|,|AFP88|,|N|,|0|,1
|2000|,|C00005561|,|Democratic Executive Cmte of Florida|,,|Democratic Party of Florida|,|C00005561|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00005660|,|American Assn/Oral & Maxillofacial Surg|,,|American Assn/Oral & Maxillofacial Surg|,|C00005660|,|PB|,||,,|H1400|,|AFP88|,|N|,|0|,1
|2000|,|C00005751|,|California Dental Assn|,|American Dental Assn|,|American Dental Assn|,|C00005751|,|PB|,||,,|H1400|,|AFP90|,|N|,|0|,1
|2000|,|C00005785|,|Wyoming Republican State Cmte|,,|Republican Party of Wyoming|,|C00005785|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00005801|,|Sixth District Republican Cmte|,,|Republican Party of Virginia|,|C00005801|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00005819|,|United Republican Fund of Illinois|,,|United Republican Fund of Illinois|,|C00005819|,|PI|,||,,|J1100|,|Name|,|N|,|0|,1
|2000|,|C00005835|,|International Chemical Workers Union|,,|International Chemical Workers Union|,|C00005835|,|PL|,||,,|LM100|,|Phone|,|N|,|0|,1
|2000|,|C00005926|,|Republican Party of Illinois|,,|Republican Party of Illinois|,|C00005926|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00005975|,|First Congressional District Repub Cmte|,,|First Congressional District Repub Cmte|,|C00005975|,|RP|,||,|R|,|Z5100|,|Name|,|N|,|0|,0
|2000|,|C00006049|,|Ottawa County Republican Cmte|,,|Republican Party of Michigan|,|C00006049|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00006080|,|American Health Care Assn|,,|American Health Care Assn|,|C00006080|,|PB|,||,,|H2200|,|NTPA98|,|N|,|0|,1
|2000|,|C00006247|,|Electronic Machine Furniture Workers|,,|Communications Workers of America|,|C00006247|,|PL|,||,,|LC100|,|AFP88|,|Y|,|0|,1
|2000|,|C00006296|,|Empire Dental PAC|,|American Dental Assn|,|American Dental Assn|,|C00006296|,|PB|,||,,|H1400|,|Name|,|N|,|0|,1
|2000|,|C00006338|,|Transportation Communications Union|,,|Transportation Communications Union|,|C00006338|,|PL|,||,,|LT600|,|WebEC|,|N|,|0|,1
|2000|,|C00006486|,|Indiana Republican State Central Cmte|,,|Republican Party of Indiana|,|C00006486|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00006759|,|Teamsters Local 25|,|Teamsters Union|,|Teamsters Union|,|C00006759|,|PL|,||,,|LT300|,|Name|,|N|,|0|,0
|2000|,|C00006783|,|Johnson County Republican Central Cmte|,,|Republican Party of Indiana|,|C00006783|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00007070|,|Texas Instruments|,,|Texas Instruments|,|C00007070|,|PB|,||,,|C5110|,|Hvr01|,|Y|,|0|,1
|2000|,|C00007104|,|Clothing & Textile Workers/Baltimore|,|Union of Needletrades Employees|,|Union of Needletrades Employees|,|C00007104|,|PL|,||,,|LM100|,|AFP98|,|N|,|0|,0
|2000|,|C00007328|,|Carpenters Union/Southern California|,|Carpenters & Joiners Union|,|Carpenters & Joiners Union|,|C00007328|,|PL|,||,,|LB100|,|Name|,|N|,|0|,0
|2000|,|C00007450|,|American Gas Assn|,,|American Gas Assn|,|C00007450|,|PB|,||,,|E1140|,|AFP88|,|N|,|0|,1
|2000|,|C00007542|,|Sheet Metal Workers Union|,,|Sheet Metal Workers Union|,|C00007542|,|PL|,||,,|LB100|,|AFP88|,|N|,|0|,1
|2000|,|C00007658|,|Democratic Party of South Carolina|,,|Democratic Party of South Carolina|,|C00007658|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00007682|,|Gilman for Congress|,,|Gilman for Congress|,|N00001049|,|RW|,|H6NY26016|,|R|,|Z1100|,|Report|,|N|,|0|,1
|2000|,|C00007831|,|CSX Transportation|,|CSX Corp|,|CSX Corp|,|C00007831|,|PB|,||,,|T5100|,|Hoovers|,|N|,|0|,1
|2000|,|C00007849|,|Speak Up for Rural Electrification|,|National Rural Electric Cooperative Assn|,|National Rural Electric Cooperative Assn|,|C00007849|,|PB|,||,,|E1610|,|NTPA00|,|N|,|0|,1
|2000|,|C00007880|,|Credit Union National Assn|,|Credit Union National Assn|,|Credit Union National Assn|,|C00007880|,|PB|,||,,|F1300|,|AFP88|,|N|,|0|,1
|2000|,|C00007898|,|Office & Professional Employees Union|,|Office & Professional Employees Union|,|Office & Professional Employees Union|,|C00007898|,|PL|,||,,|L5000|,|Name|,|N|,|0|,1
|2000|,|C00007922|,|Laborers Union|,|Laborers Union|,|Laborers Union|,|C00007922|,|PL|,||,,|LB100|,|AFP97|,|N|,|0|,1
|2000|,|C00007948|,|Weyerhaeuser Co|,|Weyerhaeuser Co|,|Weyerhaeuser Co|,|C00007948|,|PB|,||,,|A5000|,|Hvr01|,|Y|,|0|,1
|2000|,|C00008078|,|Teamsters Union/Ohio|,|Teamsters Union|,|Teamsters Union|,|C00008078|,|PL|,||,,|LT300|,|Name|,|N|,|0|,1
|2000|,|C00008086|,|Montana Republican State Central Cmte|,,|Republican Party of Montana|,|C00008086|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00008110|,|Democratic Party of 2nd Cong Dist of Wis|,,|Democratic Party of 2nd Cong Dist of Wis|,|C00008110|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,0
|2000|,|C00008151|,|First Tennessee National Corp|,,|First Tennessee National Corp|,|C00008151|,|PB|,||,,|F1100|,|Hoovers|,|N|,|0|,1
|2000|,|C00008169|,|Missouri ACRE|,|National Rural Electric Cooperative Assn|,|National Rural Electric Cooperative Assn|,|C00008169|,|PB|,||,,|E1610|,|NTPA00|,|N|,|0|,1
|2000|,|C00008201|,|Friends of John Conyers|,,|Friends of John Conyers|,|N00004029|,|DW|,|H6MI01028|,|D|,|Z1200|,|Report|,|N|,|0|,1
|2000|,|C00008227|,|Arizona Republican Party|,,|Republican Party of Arizona|,|C00008227|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00008235|,|Schroeder for Congress Cmte|,,|Schroeder for Congress Cmte|,|N00006118|,|DN|,|H6CO01034|,|D|,|Z1200|,|Report|,|N|,|0|,1
|2000|,|C00008268|,|Transport Workers Union|,|Transport Workers Union|,|Transport Workers Union|,|C00008268|,|PL|,||,,|LT600|,|AFP88|,|N|,|0|,1
|2000|,|C00008334|,|Kentucky Dental Assn|,|American Dental Assn|,|American Dental Assn|,|C00008334|,|PB|,||,,|H1400|,|Name|,|N|,|0|,0
|2000|,|C00008409|,|Operating Engineers Local 302|,|Operating Engineers Union|,|Operating Engineers Union|,|C00008409|,|PL|,||,,|LB100|,|Phone|,|N|,|0|,1
|2000|,|C00008425|,|Weyerhaeuser Co|,|Weyerhaeuser Co|,|Weyerhaeuser Co|,|C00008425|,|PB|,||,,|A5000|,|Hvr01|,|Y|,|0|,1
|2000|,|C00008474|,|Citigroup Inc|,|Citigroup Inc|,|Citigroup Inc|,|C00008474|,|PB|,||,,|F1100|,|WebLM|,|N|,|0|,1
|2000|,|C00008664|,|Missouri Republican State Cmte|,,|Republican Party of Missouri|,|C00008664|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00008748|,|Sempra Energy|,|Sempra Energy|,|Sempra Energy|,|C00008748|,|PB|,||,,|E1620|,|Hvr01|,|Y|,|0|,1
|2000|,|C00008755|,|Republican Party of the 6th Congr Dist|,,|Republican Party of Wisconsin|,|C00008755|,|RP|,||,|R|,|Z5100|,|Report|,|N|,|0|,1
|2000|,|C00008839|,|American Podiatric Medical Assn|,,|American Podiatric Medical Assn|,|C00008839|,|PB|,||,,|H1130|,|AFP88|,|N|,|0|,1
|2000|,|C00008896|,|Office & Professional Employees 153|,|Office & Professional Employees Union|,|Office & Professional Employees Union|,|C00008896|,|PL|,||,,|L5000|,|Name|,|N|,|0|,1
|2000|,|C00009035|,|Kemper Insurance|,,|Kemper Insurance|,|C00009035|,|PB|,||,,|F3100|,|Hoovers|,|N|,|0|,1
|2000|,|C00009282|,|Norfolk Southern|,,|Norfolk Southern|,|C00009282|,|PB|,||,,|T5100|,|Hvr01|,|Y|,|0|,1
|2000|,|C00009357|,|Recording Industry Assn of America|,,|Recording Industry Assn of America|,|C00009357|,|PB|,||,,|C2600|,|NTPA89|,|N|,|0|,1
|2000|,|C00009423|,|Land O'Lakes|,,|Land O'Lakes|,|C00009423|,|PB|,||,,|A2000|,|Hoovers|,|Y|,|0|,1
|2000|,|C00009449|,|Idaho Medical Assn|,|American Medical Assn|,|American Medical Assn|,|C00009449|,|PB|,||,,|H1100|,|Name|,|N|,|0|,1
|2000|,|C00009456|,|3rd Congr Dist Democratic Party of Wisc|,,|Democratic Party of Wisconsin|,|C00009456|,|DP|,||,|D|,|Z5200|,|Report|,|N|,|0|,1
|2000|,|C00009597|,|National Council of Coal Lessors|,,|National Council of Coal Lessors|,|C00009597|,|PB|,||,,|E1210|,|NTPA89|,|N|,|0|,1
